date	min	max
3/4/2022	1	10
4/4/2022	1	12
5/4/2022	2	15
6/4/2022	2	12
7/4/2022	2	14
8/4/2022	5	11
9/4/2022	7	12
10/4/2022	5	15
11/4/2022	1	16
12/4/2022	1	15
13/4/2022	3	18
14/4/2022	8	18
15/4/2022	8	20
16/4/2022	7	20
17/4/2022	7	16
18/4/2022	3	18
19/4/2022	5	19
20/4/2022	5	18
21/4/2022	8	13
22/4/2022	6	
23/4/2022	7	17
24/4/2022	9	15
25/4/2022	6	15
26/4/2022	7	17
27/4/2022	7	18
28/4/2022	7	20
29/4/2022	8	21
30/4/2022	10	22
1/5/2022	9	15
2/5/2022	7	17
3/5/2022	7	17
4/5/2022	8	18
5/5/2022	7	15
6/5/2022	7	13
7/5/2022	8	
8/5/2022	9	15
9/5/2022	10	18
10/5/2022	10	22
11/5/2022	12	23
12/5/2022	12	24
13/5/2022	12	23
14/5/2022	13	24
15/5/2022	13	24
16/5/2022	12	23
17/5/2022	14	25
18/5/2022	13	25
19/5/2022	14	26
20/5/2022	15	25
21/5/2022	15	25
22/5/2022	15	25
23/5/2022	14	25
24/5/2022	14	24
25/5/2022	15	25
26/5/2022	15	28
27/5/2022	16	29
28/5/2022	16	30
29/5/2022	15	25
30/5/2022	14	25
31/5/2022	15	27
1/6/2022	15	30
2/6/2022	16	29
3/6/2022	19	29
4/6/2022	20	30
5/6/2022	19	30
6/6/2022	20	31
7/6/2022	18	25
8/6/2022	15	27
9/6/2022	15	23
10/6/2022	13	22
11/6/2022	15	25
12/6/2022	18	26
13/6/2022	17	28
14/6/2022	18	29
15/6/2022	18	29
16/6/2022	18	30
17/6/2022	19	30
18/6/2022	19	29
19/6/2022	19	27
20/6/2022	19	28
21/6/2022	19	28
22/6/2022	18	29
23/6/2022	19	26
24/6/2022	20	28
25/6/2022	18	27
26/6/2022	19	32
27/6/2022	20	35
28/6/2022	20	34
29/6/2022	20	29
30/6/2022	18	31
1/7/2022	17	31
2/7/2022	17	33
3/7/2022	20	34
4/7/2022	20	35
5/7/2022	20	35
6/7/2022	20	34
7/7/2022	19	30
8/7/2022	15	25
9/7/2022	15	25
10/7/2022	16	28
11/7/2022	16	30
12/7/2022	18	30
13/7/2022	17	30
14/7/2022	18	29
15/7/2022	19	33
16/7/2022	19	31
17/7/2022	20	33
18/7/2022	20	33
19/7/2022	19	33
20/7/2022	20	33
21/7/2022	20	33
22/7/2022	21	35
23/7/2022	23	33
24/7/2022	22	34
25/7/2022	21	34
26/7/2022	22	33
27/7/2022	20	31
28/7/2022	19	30
29/7/2022	19	31
30/7/2022	20	28
31/7/2022	19	32
1/8/2022	19	31
2/8/2022	21	33
3/8/2022	19	32
4/8/2022	20	32
5/8/2022	20	32
6/8/2022	20	32
7/8/2022	19	34
8/8/2022	18	32
9/8/2022	17	27
10/8/2022	18	29
11/8/2022	16	28
12/8/2022	16	28
13/8/2022	14	26
14/8/2022	15	26
15/8/2022	15	26
16/8/2022	18	29
17/8/2022	19	31
18/8/2022	18	27
19/8/2022	17	26
20/8/2022	16	26
21/8/2022	15	28
22/8/2022	16	27
23/8/2022	16	28
24/8/2022	16	30
25/8/2022	17	28
26/8/2022	17	28
27/8/2022	18	26
28/8/2022	16	28
29/8/2022	16	27
30/8/2022	17	28
31/8/2022	18	29
1/9/2022	18	28
2/9/2022	14	27
3/9/2022	16	
4/9/2022	16	26
5/9/2022	17	29
6/9/2022	19	28
7/9/2022	18	30
8/9/2022	18	25
9/9/2022	17	26
10/9/2022	16	28
11/9/2022	15	25
12/9/2022	15	25
13/9/2022	15	26
14/9/2022	16	26
15/9/2022	13	23
16/9/2022	18	28
17/9/2022	16	20
18/9/2022	9	20
19/9/2022	12	23
20/9/2022	15	25
21/9/2022	13	21
22/9/2022	13	23
23/9/2022	9	
24/9/2022	12	19
25/9/2022	14	18
26/9/2022	15	19
27/9/2022	14	20
28/9/2022	14	20
29/9/2022	14	18
30/9/2022	13	19
1/10/2022	14	20
2/10/2022	13	23
3/10/2022	13	22
4/10/2022	13	23
5/10/2022	13	23
6/10/2022	15	24
7/10/2022	15	24
8/10/2022	15	24
9/10/2022	14	20
10/10/2022	16	24
11/10/2022	14	22
12/10/2022	13	20
13/10/2022	13	17
14/10/2022	13	18
15/10/2022	13	20
16/10/2022	13	20
17/10/2022	14	20
18/10/2022	14	23
19/10/2022	14	23
20/10/2022	14	23
21/10/2022	14	19
22/10/2022	14	19
23/10/2022	14	24
24/10/2022	14	24
25/10/2022	15	23
26/10/2022	14	22
27/10/2022	14	22
28/10/2022	12	21
29/10/2022	13	23
30/10/2022	13	22
31/10/2022	13	21
1/11/2022	13	20
2/11/2022	12	18
3/11/2022	10	
4/11/2022	9	15
5/11/2022	7	14
6/11/2022	6	13
7/11/2022	7	15
8/11/2022	6	14
9/11/2022	6	
10/11/2022		
11/11/2022		
12/11/2022		
13/11/2022		
14/11/2022		
15/11/2022		
16/11/2022		
17/11/2022	10	14
18/11/2022	10	16
19/11/2022	8	10
20/11/2022	5	14
21/11/2022	3	12
22/11/2022	5	7
23/11/2022	5	10
24/11/2022	8	13
25/11/2022	7	14
26/11/2022		11
27/11/2022	3	10
28/11/2022	3	10
29/11/2022	3	10
30/11/2022	3	12
1/12/2022	3	13
2/12/2022	5	13
3/12/2022	7	13
4/12/2022	7	12
5/12/2022	8	14
6/12/2022	8	15
7/12/2022	8	15
8/12/2022	7	14
9/12/2022	10	14
10/12/2022	10	13
11/12/2022	7	14
12/12/2022	1	9
13/12/2022	2	5
14/12/2022	7	10
15/12/2022	7	10
16/12/2022	8	12
17/12/2022	8	13
18/12/2022	6	14
19/12/2022	3	14
20/12/2022	3	14
21/12/2022	5	10
22/12/2022	8	14
23/12/2022	8	14
24/12/2022	7	14
25/12/2022	7	14
26/12/2022	8	13
27/12/2022	7	13
28/12/2022	7	14
29/12/2022	7	15
30/12/2022	8	14
31/12/2022	9	15
