date	min	max
7/6/2010	16	26
8/6/2010	15	27
9/6/2010	16	27
10/6/2010	18	28
11/6/2010	18	29
12/6/2010	18	26
13/6/2010	19	30
14/6/2010	18	27
15/6/2010	18	23
16/6/2010	18	25
17/6/2010	17	25
18/6/2010	16	26
19/6/2010	17	24
20/6/2010	15	23
21/6/2010	12	20
22/6/2010	12	25
23/6/2010	13	26
24/6/2010	18	26
25/6/2010	18	26
26/6/2010	18	27
27/6/2010	15	25
28/6/2010	16	26
29/6/2010	18	28
30/6/2010	18	30
1/7/2010	18	31
2/7/2010	18	30
3/7/2010	19	31
4/7/2010	20	32
5/7/2010	18	29
6/7/2010	20	30
7/7/2010	20	31
8/7/2010	17	29
9/7/2010	17	30
10/7/2010	18	31
11/7/2010	20	30
12/7/2010	21	30
13/7/2010	20	31
14/7/2010	21	31
15/7/2010		
16/7/2010		
17/7/2010		
18/7/2010		
19/7/2010		
20/7/2010		
21/7/2010		
22/7/2010		
23/7/2010	21	32
24/7/2010	23	30
25/7/2010	18	30
26/7/2010	19	27
27/7/2010	15	26
28/7/2010	16	27
29/7/2010	17	28
30/7/2010	19	24
31/7/2010	16	26
1/8/2010	18	28
2/8/2010	20	31
3/8/2010	20	31
4/8/2010	20	31
5/8/2010	18	25
6/8/2010	17	25
7/8/2010	18	28
8/8/2010	19	29
9/8/2010	20	32
10/8/2010	19	31
11/8/2010	20	31
12/8/2010	20	18
13/8/2010	20	27
14/8/2010	20	27
15/8/2010	18	28
16/8/2010	17	27
17/8/2010	17	26
18/8/2010	17	27
19/8/2010	20	31
20/8/2010	20	31
21/8/2010	20	32
22/8/2010	20	32
23/8/2010	20	33
24/8/2010	20	32
25/8/2010	21	32
26/8/2010	20	33
27/8/2010	20	32
28/8/2010	19	29
29/8/2010	18	29
30/8/2010	18	26
31/8/2010	12	26
1/9/2010	14	27
2/9/2010	14	28
3/9/2010	15	27
4/9/2010	16	27
5/9/2010	17	28
6/9/2010	18	28
7/9/2010	17	26
8/9/2010	20	25
9/9/2010	16	26
10/9/2010	13	21
11/9/2010	13	25
12/9/2010	14	24
13/9/2010	14	25
14/9/2010	14	26
15/9/2010	15	25
16/9/2010	15	25
17/9/2010	15	22
18/9/2010	18	23
19/9/2010	18	24
20/9/2010	12	23
21/9/2010	12	22
22/9/2010	13	23
23/9/2010	14	25
24/9/2010	14	20
25/9/2010	15	22
26/9/2010	11	18
27/9/2010	11	16
28/9/2010	10	18
29/9/2010	10	20
30/9/2010	11	22
1/10/2010	12	20
2/10/2010	14	24
3/10/2010	16	24
4/10/2010	15	22
5/10/2010	16	20
6/10/2010	14	23
7/10/2010	15	
8/10/2010	14	25
9/10/2010	13	22
10/10/2010	11	19
11/10/2010	11	15
12/10/2010	11	20
13/10/2010	12	18
14/10/2010	12	19
15/10/2010	10	19
16/10/2010	11	18
17/10/2010	10	17
18/10/2010	10	13
19/10/2010	10	16
20/10/2010	7	16
21/10/2010		
22/10/2010		
23/10/2010		
24/10/2010		
25/10/2010		
26/10/2010		
27/10/2010		
28/10/2010		
29/10/2010	7	17
30/10/2010	8	18
31/10/2010	11	15
1/11/2010	14	16
2/11/2010	14	17
3/11/2010	11	18
4/11/2010	14	22
5/11/2010	12	22
6/11/2010	11	22
7/11/2010	12	18
8/11/2010	11	11
9/11/2010	8	22
10/11/2010	9	14
11/11/2010	8	15
12/11/2010	7	16
13/11/2010	10	17
14/11/2010	12	18
15/11/2010	12	16
16/11/2010	11	14
17/11/2010	10	15
18/11/2010	8	9
19/11/2010	8	12
20/11/2010	9	12
21/11/2010	9	10
22/11/2010	8	
23/11/2010	6	8
24/11/2010	4	12
25/11/2010	4	12
26/11/2010	4	7
27/11/2010	3	10
28/11/2010	5	9
29/11/2010	7	10
30/11/2010	4	5
1/12/2010	13	12
2/12/2010	6	12
3/12/2010	5	9
4/12/2010	4	7
5/12/2010	-1	6
6/12/2010	5	9
7/12/2010	8	11
8/12/2010	10	17
9/12/2010	8	13
10/12/2010	8	9
11/12/2010	8	6
12/12/2010	4	9
13/12/2010	2	8
14/12/2010	-2	5
15/12/2010	-4	5
16/12/2010	-5	4
17/12/2010	-6	-2
18/12/2010	1	7
19/12/2010	-1	6
20/12/2010	6	10
21/12/2010	8	12
22/12/2010	9	10
23/12/2010	13	17
24/12/2010	9	11
25/12/2010	6	8
26/12/2010	4	8
27/12/2010	1	4
28/12/2010	-2	7
29/12/2010	1	7
30/12/2010	10	10
31/12/2010	5	6
