date	min	max
27/5/2018	16	25
28/5/2018	16	26
29/5/2018	16	26
30/5/2018	16	27
31/5/2018	16	28
1/6/2018		
2/6/2018		
3/6/2018		
4/6/2018	16	24
5/6/2018	16	27
6/6/2018	16	27
7/6/2018	16	26
8/6/2018	16	26
9/6/2018	15	25
10/6/2018	15	26
11/6/2018	15	28
12/6/2018	15	26
13/6/2018	15	25
14/6/2018	13	22
15/6/2018	14	25
16/6/2018	14	26
17/6/2018	15	25
18/6/2018	14	26
19/6/2018	15	25
20/6/2018	15	28
21/6/2018	15	27
22/6/2018	16	25
23/6/2018	15	25
24/6/2018	15	26
25/6/2018	16	24
26/6/2018	13	24
27/6/2018	13	25
28/6/2018	14	28
29/6/2018	16	28
30/6/2018	16	29
1/7/2018	17	30
2/7/2018	18	30
3/7/2018	17	
4/7/2018	18	30
5/7/2018	18	30
6/7/2018	18	30
7/7/2018	17	30
8/7/2018	18	31
9/7/2018	17	30
10/7/2018	18	29
11/7/2018	16	28
12/7/2018	18	29
13/7/2018	17	30
14/7/2018	18	31
15/7/2018	19	32
16/7/2018	18	23
17/7/2018	17	24
18/7/2018		
19/7/2018		
20/7/2018		
21/7/2018	17	29
22/7/2018	17	28
23/7/2018	16	27
24/7/2018	18	29
25/7/2018	18	30
26/7/2018	19	
27/7/2018	19	31
28/7/2018	20	32
29/7/2018	19	32
30/7/2018	20	33
31/7/2018	20	34
1/8/2018	20	34
2/8/2018	21	34
3/8/2018	19	31
4/8/2018	18	30
5/8/2018	17	30
6/8/2018	19	31
7/8/2018	19	32
8/8/2018	18	30
9/8/2018	18	30
10/8/2018	19	31
11/8/2018	19	33
12/8/2018	19	32
13/8/2018	19	30
14/8/2018	20	27
15/8/2018	14	30
16/8/2018	17	29
17/8/2018	17	26
18/8/2018	16	28
19/8/2018	16	28
20/8/2018	17	29
21/8/2018	18	31
22/8/2018	18	30
23/8/2018	19	30
24/8/2018	19	30
25/8/2018		
26/8/2018		
27/8/2018	14	26
28/8/2018	14	29
29/8/2018	17	29
30/8/2018	16	27
31/8/2018	17	26
1/9/2018	16	
2/9/2018	16	
3/9/2018	15	25
4/9/2018	15	25
5/9/2018	15	28
6/9/2018	17	28
7/9/2018	17	28
8/9/2018	17	30
9/9/2018	18	30
10/9/2018	18	30
11/9/2018	17	30
12/9/2018	17	30
13/9/2018	18	29
14/9/2018	17	29
15/9/2018	17	27
16/9/2018	17	27
17/9/2018	17	27
18/9/2018	16	28
19/9/2018	18	27
20/9/2018	18	26
21/9/2018	17	26
22/9/2018	17	28
23/9/2018	17	28
24/9/2018	16	27
25/9/2018	10	18
26/9/2018	9	21
27/9/2018	8	24
28/9/2018	17	25
29/9/2018	16	24
30/9/2018	16	25
1/10/2018	15	20
2/10/2018	13	22
3/10/2018	12	24
4/10/2018	13	25
5/10/2018	12	23
6/10/2018	13	18
7/10/2018	11	24
8/10/2018	13	24
9/10/2018	13	25
10/10/2018	14	25
11/10/2018	13	21
12/10/2018	14	25
13/10/2018	14	25
14/10/2018	13	23
15/10/2018	13	24
16/10/2018	13	23
17/10/2018	13	21
18/10/2018	13	25
19/10/2018	12	25
20/10/2018	13	23
21/10/2018	12	22
22/10/2018	7	14
23/10/2018	10	22
24/10/2018	10	22
25/10/2018	10	23
26/10/2018	10	18
27/10/2018	10	20
28/10/2018	10	16
29/10/2018	16	18
30/10/2018	8	
31/10/2018		
1/11/2018		
2/11/2018		
3/11/2018		
4/11/2018		
5/11/2018		
6/11/2018		
7/11/2018		
8/11/2018	9	18
9/11/2018	10	18
10/11/2018	8	18
11/11/2018	8	18
12/11/2018	9	16
13/11/2018	9	16
14/11/2018	9	17
15/11/2018	8	16
16/11/2018	7	18
17/11/2018	6	12
18/11/2018	4	12
19/11/2018	3	10
20/11/2018	8	14
21/11/2018	8	14
22/11/2018	8	17
23/11/2018	10	15
24/11/2018	9	14
25/11/2018	10	14
26/11/2018	8	15
27/11/2018	5	11
28/11/2018	4	18
29/11/2018	2	12
30/11/2018	7	12
1/12/2018	7	14
2/12/2018	7	15
3/12/2018	7	14
4/12/2018	7	15
5/12/2018	7	14
6/12/2018	9	14
7/12/2018	5	13
8/12/2018	6	15
9/12/2018	3	14
10/12/2018	4	
11/12/2018	0	9
12/12/2018	-1	7
13/12/2018	3	6
14/12/2018	4	7
15/12/2018	0	7
16/12/2018	-2	8
17/12/2018	2	8
18/12/2018	0	9
19/12/2018	-1	10
20/12/2018	4	11
21/12/2018	4	12
22/12/2018	9	13
23/12/2018	10	15
24/12/2018	10	14
25/12/2018	7	12
26/12/2018	-1	9
27/12/2018	-1	11
28/12/2018	-1	10
29/12/2018	-1	9
30/12/2018	2	10
31/12/2018	0	8
